h3_10_id,cnt_uuid
8a2f5a363507fff,29
8a2f5a341c1ffff,29
8a2f5a34408ffff,29
8a2f5a36a64ffff,29
8a2f5a340347fff,29
8a2f5a341137fff,29
8a2f5a36384ffff,29
8a2f5a344027fff,29
8a2f5a345d4ffff,29
8a2f5a36b507fff,29
8a2f5a363447fff,29
8a2f5a36a96ffff,29
8a2f5a345287fff,29
8a2f5a36a937fff,29
8a2f5a34c707fff,29
8a2f5a3636dffff,29
8a2f5a36e51ffff,29
8a2f5a36e237fff,29
8a2f5a345cf7fff,29
8a2f5a34160ffff,29
8a2f5a36b417fff,29
8a2f5a343b07fff,29
8a2f5a341a57fff,29
8a2f5a36e5b7fff,29
8a2f5a34496ffff,29
8a2f5a363a77fff,285
8a2f5a36a527fff,285
8a2f5a36b51ffff,30
8a2f5a341517fff,30
8a2f5a36e027fff,30
8a2f5a363587fff,30
8a2f5a36365ffff,30
8a2f5a36a017fff,30
8a2f5a36bc9ffff,30
8a2f5a3416cffff,30
8a2f5a363d5ffff,30
8a2f5a3416c7fff,30
8a2f5a345347fff,30
8a2f5a36ed97fff,30
8a2f5a36e587fff,30
8a2f5a345657fff,30
8a2f5a36e037fff,30
8a2f5a36389ffff,30
8a2f5a36a4c7fff,30
8a2f5a345127fff,30
8a2f5a363bb7fff,30
8a2f5a34cc67fff,30
8a2f5a36ac37fff,30
8a2f5a36aca7fff,30
8a2f5a36e0c7fff,30
8a2f5a36b447fff,30
8a2f5a36a377fff,30
8a2f5a345267fff,30
8a2f5a341d17fff,30
8a2f5a34c5b7fff,30
8a2f5a368cdffff,30
8a2f5a36aac7fff,30
8a2f5a36aa87fff,30
8a2f5a36e19ffff,30
8a2f5a34cc47fff,30
8a2f5a34c777fff,30
8a2f5a345ca7fff,30
8a2f5a345257fff,30
8a2f5a368c97fff,30
8a2f5a36b427fff,30
8a2f5a3636c7fff,30
8a2f5a36858ffff,30
8a2f5a34cdb7fff,30
8a2f5a36a247fff,30
8a2f5a34505ffff,30
8a2f5a34c1affff,30
8a2f5a361497fff,30
8a2f5a340227fff,30
8a2f5a36a2effff,30
8a2f5a341307fff,30
8a2f5a36a55ffff,30
8a2f5a36369ffff,30
8a2f5a363147fff,30
8a2f5a3635a7fff,30
